# source time function
# time function type  : 1
# amplification factor:  1.00000E+10
# DT                  :  5.00000E-05
# t0                  :  1.20000E-01
# time shift          :  0.00000E+00
# format
#time  #used_STF  #initial_source_function_value
  0.295349985      -0.00000000      -0.0000000000000000     
  0.295399994      -0.00000000      -0.0000000000000000     
  0.295450002      -0.00000000      -0.0000000000000000     
  0.295500010      -0.00000000      -0.0000000000000000     
  0.295549989      -0.00000000      -0.0000000000000000     
  0.295599997      -0.00000000      -0.0000000000000000     
  0.295650005      -0.00000000      -0.0000000000000000     
  0.295700014      -0.00000000      -0.0000000000000000     
  0.295749992      -0.00000000      -0.0000000000000000     
  0.295800000      -0.00000000      -0.0000000000000000     
  0.295850009      -0.00000000      -0.0000000000000000     
  0.295899987      -0.00000000      -0.0000000000000000     
  0.295949996      -0.00000000      -0.0000000000000000     
  0.296000004      -0.00000000      -0.0000000000000000     
  0.296050012      -0.00000000      -0.0000000000000000     
  0.296099991      -0.00000000      -0.0000000000000000     
  0.296149999      -0.00000000      -0.0000000000000000     
  0.296200007      -0.00000000      -0.0000000000000000     
  0.296249986      -0.00000000      -0.0000000000000000     
  0.296299994      -0.00000000      -0.0000000000000000     
  0.296350002      -0.00000000      -0.0000000000000000     
  0.296400011      -0.00000000      -0.0000000000000000     
  0.296449989      -0.00000000      -0.0000000000000000     
  0.296499997      -0.00000000      -0.0000000000000000     
  0.296550006      -0.00000000      -0.0000000000000000     
  0.296600014      -0.00000000      -0.0000000000000000     
  0.296649992      -0.00000000      -0.0000000000000000     
  0.296700001      -0.00000000      -0.0000000000000000     
  0.296750009      -0.00000000      -0.0000000000000000     
  0.296799988      -0.00000000      -0.0000000000000000     
  0.296849996      -0.00000000      -0.0000000000000000     
  0.296900004      -0.00000000      -0.0000000000000000     
  0.296950012      -0.00000000      -0.0000000000000000     
  0.296999991      -0.00000000      -0.0000000000000000     
  0.297049999      -0.00000000      -0.0000000000000000     
  0.297100008      -0.00000000      -0.0000000000000000     
  0.297149986      -0.00000000      -0.0000000000000000     
  0.297199994      -0.00000000      -0.0000000000000000     
  0.297250003      -0.00000000      -0.0000000000000000     
  0.297300011      -0.00000000      -0.0000000000000000     
  0.297349989      -0.00000000      -0.0000000000000000     
  0.297399998      -0.00000000      -0.0000000000000000     
  0.297450006      -0.00000000      -0.0000000000000000     
  0.297500014      -0.00000000      -0.0000000000000000     
  0.297549993      -0.00000000      -0.0000000000000000     
  0.297600001      -0.00000000      -0.0000000000000000     
  0.297650009      -0.00000000      -0.0000000000000000     
  0.297699988      -0.00000000      -0.0000000000000000     
  0.297749996      -0.00000000      -0.0000000000000000     
  0.297800004      -0.00000000      -0.0000000000000000     
  0.297850013      -0.00000000      -0.0000000000000000     
  0.297899991      -0.00000000      -0.0000000000000000     
  0.297950000      -0.00000000      -0.0000000000000000     
  0.298000008      -0.00000000      -0.0000000000000000     
  0.298049986      -0.00000000      -0.0000000000000000     
  0.298099995      -0.00000000      -0.0000000000000000     
  0.298150003      -0.00000000      -0.0000000000000000     
  0.298200011      -0.00000000      -0.0000000000000000     
  0.298249990      -0.00000000      -0.0000000000000000     
  0.298299998      -0.00000000      -0.0000000000000000     
  0.298350006      -0.00000000      -0.0000000000000000     
  0.298400015      -0.00000000      -0.0000000000000000     
  0.298449993      -0.00000000      -0.0000000000000000     
  0.298500001      -0.00000000      -0.0000000000000000     
  0.298550010      -0.00000000      -0.0000000000000000     
  0.298599988      -0.00000000      -0.0000000000000000     
  0.298649997      -0.00000000      -0.0000000000000000     
  0.298700005      -0.00000000      -0.0000000000000000     
  0.298750013      -0.00000000      -0.0000000000000000     
  0.298799992      -0.00000000      -0.0000000000000000     
  0.298850000      -0.00000000      -0.0000000000000000     
  0.298900008      -0.00000000      -0.0000000000000000     
  0.298949987      -0.00000000      -0.0000000000000000     
  0.298999995      -0.00000000      -0.0000000000000000     
  0.299050003      -0.00000000      -0.0000000000000000     
  0.299100012      -0.00000000      -0.0000000000000000     
  0.299149990      -0.00000000      -0.0000000000000000     
  0.299199998      -0.00000000      -0.0000000000000000     
  0.299250007      -0.00000000      -0.0000000000000000     
  0.299299985      -0.00000000      -0.0000000000000000     
  0.299349993      -0.00000000      -0.0000000000000000     
  0.299400002      -0.00000000      -0.0000000000000000     
  0.299450010      -0.00000000      -0.0000000000000000     
  0.299499989      -0.00000000      -0.0000000000000000     
  0.299549997      -0.00000000      -0.0000000000000000     
  0.299600005      -0.00000000      -0.0000000000000000     
  0.299650013      -0.00000000      -0.0000000000000000     
  0.299699992      -0.00000000      -0.0000000000000000     
  0.299750000      -0.00000000      -0.0000000000000000     
  0.299800009      -0.00000000      -0.0000000000000000     
  0.299849987      -0.00000000      -0.0000000000000000     
  0.299899995      -0.00000000      -0.0000000000000000     
  0.299950004      -0.00000000      -0.0000000000000000     
  0.300000012      -0.00000000      -0.0000000000000000     
  0.300049990      -0.00000000      -0.0000000000000000     
  0.300099999      -0.00000000      -0.0000000000000000     
  0.300150007      -0.00000000      -0.0000000000000000     
  0.300199986      -0.00000000      -0.0000000000000000     
  0.300249994      -0.00000000      -0.0000000000000000     
  0.300300002      -0.00000000      -0.0000000000000000     
  0.300350010      -0.00000000      -0.0000000000000000     
  0.300399989      -0.00000000      -0.0000000000000000     
  0.300449997      -0.00000000      -0.0000000000000000     
  0.300500005      -0.00000000      -0.0000000000000000     
  0.300550014      -0.00000000      -0.0000000000000000     
  0.300599992      -0.00000000      -0.0000000000000000     
  0.300650001      -0.00000000      -0.0000000000000000     
  0.300700009      -0.00000000      -0.0000000000000000     
  0.300749987      -0.00000000      -0.0000000000000000     
  0.300799996      -0.00000000      -0.0000000000000000     
  0.300850004      -0.00000000      -0.0000000000000000     
  0.300900012      -0.00000000      -0.0000000000000000     
  0.300949991      -0.00000000      -0.0000000000000000     
  0.300999999      -0.00000000      -0.0000000000000000     
  0.301050007      -0.00000000      -0.0000000000000000     
  0.301099986      -0.00000000      -0.0000000000000000     
  0.301149994      -0.00000000      -0.0000000000000000     
  0.301200002      -0.00000000      -0.0000000000000000     
  0.301250011      -0.00000000      -0.0000000000000000     
  0.301299989      -0.00000000      -0.0000000000000000     
  0.301349998      -0.00000000      -0.0000000000000000     
  0.301400006      -0.00000000      -0.0000000000000000     
  0.301450014      -0.00000000      -0.0000000000000000     
  0.301499993      -0.00000000      -0.0000000000000000     
  0.301550001      -0.00000000      -0.0000000000000000     
  0.301600009      -0.00000000      -0.0000000000000000     
  0.301649988      -0.00000000      -0.0000000000000000     
  0.301699996      -0.00000000      -0.0000000000000000     
  0.301750004      -0.00000000      -0.0000000000000000     
  0.301800013      -0.00000000      -0.0000000000000000     
  0.301849991      -0.00000000      -0.0000000000000000     
  0.301899999      -0.00000000      -0.0000000000000000     
  0.301950008      -0.00000000      -0.0000000000000000     
  0.301999986      -0.00000000      -0.0000000000000000     
  0.302049994      -0.00000000      -0.0000000000000000     
  0.302100003      -0.00000000      -0.0000000000000000     
  0.302150011      -0.00000000      -0.0000000000000000     
  0.302199990      -0.00000000      -0.0000000000000000     
  0.302249998      -0.00000000      -0.0000000000000000     
  0.302300006      -0.00000000      -0.0000000000000000     
  0.302350014      -0.00000000      -0.0000000000000000     
  0.302399993      -0.00000000      -0.0000000000000000     
  0.302450001      -0.00000000      -0.0000000000000000     
  0.302500010      -0.00000000      -0.0000000000000000     
  0.302549988      -0.00000000      -0.0000000000000000     
  0.302599996      -0.00000000      -0.0000000000000000     
  0.302650005      -0.00000000      -0.0000000000000000     
  0.302700013      -0.00000000      -0.0000000000000000     
  0.302749991      -0.00000000      -0.0000000000000000     
  0.302800000      -0.00000000      -0.0000000000000000     
  0.302850008      -0.00000000      -0.0000000000000000     
  0.302899987      -0.00000000      -0.0000000000000000     
  0.302949995      -0.00000000      -0.0000000000000000     
  0.303000003      -0.00000000      -0.0000000000000000     
  0.303050011      -0.00000000      -0.0000000000000000     
  0.303099990      -0.00000000      -0.0000000000000000     
  0.303149998      -0.00000000      -0.0000000000000000     
  0.303200006      -0.00000000      -0.0000000000000000     
  0.303250015      -0.00000000      -0.0000000000000000     
  0.303299993      -0.00000000      -0.0000000000000000     
  0.303350002      -0.00000000      -0.0000000000000000     
  0.303400010      -0.00000000      -0.0000000000000000     
  0.303449988      -0.00000000      -0.0000000000000000     
  0.303499997      -0.00000000      -0.0000000000000000     
  0.303550005      -0.00000000      -0.0000000000000000     
  0.303600013      -0.00000000      -0.0000000000000000     
  0.303649992      -0.00000000      -0.0000000000000000     
  0.303700000      -0.00000000      -0.0000000000000000     
  0.303750008      -0.00000000      -0.0000000000000000     
  0.303799987      -0.00000000      -0.0000000000000000     
  0.303849995      -0.00000000      -0.0000000000000000     
  0.303900003      -0.00000000      -0.0000000000000000     
  0.303950012      -0.00000000      -0.0000000000000000     
  0.303999990      -0.00000000      -0.0000000000000000     
  0.304049999      -0.00000000      -0.0000000000000000     
  0.304100007      -0.00000000      -0.0000000000000000     
  0.304149985      -0.00000000      -0.0000000000000000     
  0.304199994      -0.00000000      -0.0000000000000000     
  0.304250002      -0.00000000      -0.0000000000000000     
  0.304300010      -0.00000000      -0.0000000000000000     
  0.304349989      -0.00000000      -0.0000000000000000     
  0.304399997      -0.00000000      -0.0000000000000000     
  0.304450005      -0.00000000      -0.0000000000000000     
  0.304500014      -0.00000000      -0.0000000000000000     
  0.304549992      -0.00000000      -0.0000000000000000     
  0.304600000      -0.00000000      -0.0000000000000000     
  0.304650009      -0.00000000      -0.0000000000000000     
  0.304699987      -0.00000000      -0.0000000000000000     
  0.304749995      -0.00000000      -0.0000000000000000     
  0.304800004      -0.00000000      -0.0000000000000000     
  0.304850012      -0.00000000      -0.0000000000000000     
  0.304899991      -0.00000000      -0.0000000000000000     
  0.304949999      -0.00000000      -0.0000000000000000     
  0.305000007      -0.00000000      -0.0000000000000000     
  0.305049986      -0.00000000      -0.0000000000000000     
  0.305099994      -0.00000000      -0.0000000000000000     
  0.305150002      -0.00000000      -0.0000000000000000     
  0.305200011      -0.00000000      -0.0000000000000000     
  0.305249989      -0.00000000      -0.0000000000000000     
  0.305299997      -0.00000000      -0.0000000000000000     
  0.305350006      -0.00000000      -0.0000000000000000     
  0.305400014      -0.00000000      -0.0000000000000000     
  0.305449992      -0.00000000      -0.0000000000000000     
  0.305500001      -0.00000000      -0.0000000000000000     
  0.305550009      -0.00000000      -0.0000000000000000     
  0.305599988      -0.00000000      -0.0000000000000000     
  0.305649996      -0.00000000      -0.0000000000000000     
  0.305700004      -0.00000000      -0.0000000000000000     
  0.305750012      -0.00000000      -0.0000000000000000     
  0.305799991      -0.00000000      -0.0000000000000000     
  0.305849999      -0.00000000      -0.0000000000000000     
  0.305900007      -0.00000000      -0.0000000000000000     
  0.305949986      -0.00000000      -0.0000000000000000     
  0.305999994      -0.00000000      -0.0000000000000000     
  0.306050003      -0.00000000      -0.0000000000000000     
  0.306100011      -0.00000000      -0.0000000000000000     
  0.306149989      -0.00000000      -0.0000000000000000     
  0.306199998      -0.00000000      -0.0000000000000000     
  0.306250006      -0.00000000      -0.0000000000000000     
  0.306300014      -0.00000000      -0.0000000000000000     
  0.306349993      -0.00000000      -0.0000000000000000     
  0.306400001      -0.00000000      -0.0000000000000000     
  0.306450009      -0.00000000      -0.0000000000000000     
  0.306499988      -0.00000000      -0.0000000000000000     
  0.306549996      -0.00000000      -0.0000000000000000     
  0.306600004      -0.00000000      -0.0000000000000000     
  0.306650013      -0.00000000      -0.0000000000000000     
  0.306699991      -0.00000000      -0.0000000000000000     
  0.306750000      -0.00000000      -0.0000000000000000     
  0.306800008      -0.00000000      -0.0000000000000000     
  0.306849986      -0.00000000      -0.0000000000000000     
  0.306899995      -0.00000000      -0.0000000000000000     
  0.306950003      -0.00000000      -0.0000000000000000     
  0.307000011      -0.00000000      -0.0000000000000000     
  0.307049990      -0.00000000      -0.0000000000000000     
  0.307099998      -0.00000000      -0.0000000000000000     
  0.307150006      -0.00000000      -0.0000000000000000     
  0.307200015      -0.00000000      -0.0000000000000000     
  0.307249993      -0.00000000      -0.0000000000000000     
  0.307300001      -0.00000000      -0.0000000000000000     
  0.307350010      -0.00000000      -0.0000000000000000     
  0.307399988      -0.00000000      -0.0000000000000000     
  0.307449996      -0.00000000      -0.0000000000000000     
  0.307500005      -0.00000000      -0.0000000000000000     
  0.307550013      -0.00000000      -0.0000000000000000     
  0.307599992      -0.00000000      -0.0000000000000000     
  0.307650000      -0.00000000      -0.0000000000000000     
  0.307700008      -0.00000000      -0.0000000000000000     
  0.307749987      -0.00000000      -0.0000000000000000     
  0.307799995      -0.00000000      -0.0000000000000000     
  0.307850003      -0.00000000      -0.0000000000000000     
  0.307900012      -0.00000000      -0.0000000000000000     
  0.307949990      -0.00000000      -0.0000000000000000     
  0.307999998      -0.00000000      -0.0000000000000000     
  0.308050007      -0.00000000      -0.0000000000000000     
  0.308099985      -0.00000000      -0.0000000000000000     
  0.308149993      -0.00000000      -0.0000000000000000     
  0.308200002      -0.00000000      -0.0000000000000000     
  0.308250010      -0.00000000      -0.0000000000000000     
  0.308299989      -0.00000000      -0.0000000000000000     
  0.308349997      -0.00000000      -0.0000000000000000     
  0.308400005      -0.00000000      -0.0000000000000000     
  0.308450013      -0.00000000      -0.0000000000000000     
  0.308499992      -0.00000000      -0.0000000000000000     
  0.308550000      -0.00000000      -0.0000000000000000     
  0.308600008      -0.00000000      -0.0000000000000000     
  0.308649987      -0.00000000      -0.0000000000000000     
  0.308699995      -0.00000000      -0.0000000000000000     
  0.308750004      -0.00000000      -0.0000000000000000     
  0.308800012      -0.00000000      -0.0000000000000000     
  0.308849990      -0.00000000      -0.0000000000000000     
  0.308899999      -0.00000000      -0.0000000000000000     
  0.308950007      -0.00000000      -0.0000000000000000     
  0.308999985      -0.00000000      -0.0000000000000000     
  0.309049994      -0.00000000      -0.0000000000000000     
  0.309100002      -0.00000000      -0.0000000000000000     
  0.309150010      -0.00000000      -0.0000000000000000     
  0.309199989      -0.00000000      -0.0000000000000000     
  0.309249997      -0.00000000      -0.0000000000000000     
  0.309300005      -0.00000000      -0.0000000000000000     
  0.309350014      -0.00000000      -0.0000000000000000     
  0.309399992      -0.00000000      -0.0000000000000000     
  0.309450001      -0.00000000      -0.0000000000000000     
  0.309500009      -0.00000000      -0.0000000000000000     
  0.309549987      -0.00000000      -0.0000000000000000     
  0.309599996      -0.00000000      -0.0000000000000000     
  0.309650004      -0.00000000      -0.0000000000000000     
  0.309700012      -0.00000000      -0.0000000000000000     
  0.309749991      -0.00000000      -0.0000000000000000     
  0.309799999      -0.00000000      -0.0000000000000000     
  0.309850007      -0.00000000      -0.0000000000000000     
  0.309899986      -0.00000000      -0.0000000000000000     
  0.309949994      -0.00000000      -0.0000000000000000     
  0.310000002      -0.00000000      -0.0000000000000000     
  0.310050011      -0.00000000      -0.0000000000000000     
  0.310099989      -0.00000000      -0.0000000000000000     
  0.310149997      -0.00000000      -0.0000000000000000     
  0.310200006      -0.00000000      -0.0000000000000000     
  0.310250014      -0.00000000      -0.0000000000000000     
  0.310299993      -0.00000000      -0.0000000000000000     
  0.310350001      -0.00000000      -0.0000000000000000     
  0.310400009      -0.00000000      -0.0000000000000000     
  0.310449988      -0.00000000      -0.0000000000000000     
  0.310499996      -0.00000000      -0.0000000000000000     
  0.310550004      -0.00000000      -0.0000000000000000     
  0.310600013      -0.00000000      -0.0000000000000000     
  0.310649991      -0.00000000      -0.0000000000000000     
  0.310699999      -0.00000000      -0.0000000000000000     
  0.310750008      -0.00000000      -0.0000000000000000     
  0.310799986      -0.00000000      -0.0000000000000000     
  0.310849994      -0.00000000      -0.0000000000000000     
  0.310900003      -0.00000000      -0.0000000000000000     
  0.310950011      -0.00000000      -0.0000000000000000     
  0.310999990      -0.00000000      -0.0000000000000000     
  0.311049998      -0.00000000      -0.0000000000000000     
  0.311100006      -0.00000000      -0.0000000000000000     
  0.311150014      -0.00000000      -0.0000000000000000     
  0.311199993      -0.00000000      -0.0000000000000000     
  0.311250001      -0.00000000      -0.0000000000000000     
  0.311300009      -0.00000000      -0.0000000000000000     
  0.311349988      -0.00000000      -0.0000000000000000     
  0.311399996      -0.00000000      -0.0000000000000000     
  0.311450005      -0.00000000      -0.0000000000000000     
  0.311500013      -0.00000000      -0.0000000000000000     
  0.311549991      -0.00000000      -0.0000000000000000     
  0.311600000      -0.00000000      -0.0000000000000000     
  0.311650008      -0.00000000      -0.0000000000000000     
  0.311699986      -0.00000000      -0.0000000000000000     
  0.311749995      -0.00000000      -0.0000000000000000     
  0.311800003      -0.00000000      -0.0000000000000000     
  0.311850011      -0.00000000      -0.0000000000000000     
  0.311899990      -0.00000000      -0.0000000000000000     
  0.311949998      -0.00000000      -0.0000000000000000     
  0.312000006      -0.00000000      -0.0000000000000000     
  0.312050015      -0.00000000      -0.0000000000000000     
  0.312099993      -0.00000000      -0.0000000000000000     
  0.312150002      -0.00000000      -0.0000000000000000     
  0.312200010      -0.00000000      -0.0000000000000000     
  0.312249988      -0.00000000      -0.0000000000000000     
  0.312299997      -0.00000000      -0.0000000000000000     
  0.312350005      -0.00000000      -0.0000000000000000     
  0.312400013      -0.00000000      -0.0000000000000000     
  0.312449992      -0.00000000      -0.0000000000000000     
  0.312500000      -0.00000000      -0.0000000000000000     
  0.312550008      -0.00000000      -0.0000000000000000     
  0.312599987      -0.00000000      -0.0000000000000000     
  0.312649995      -0.00000000      -0.0000000000000000     
  0.312700003      -0.00000000      -0.0000000000000000     
  0.312750012      -0.00000000      -0.0000000000000000     
  0.312799990      -0.00000000      -0.0000000000000000     
  0.312849998      -0.00000000      -0.0000000000000000     
  0.312900007      -0.00000000      -0.0000000000000000     
  0.312949985      -0.00000000      -0.0000000000000000     
  0.312999994      -0.00000000      -0.0000000000000000     
  0.313050002      -0.00000000      -0.0000000000000000     
  0.313100010      -0.00000000      -0.0000000000000000     
  0.313149989      -0.00000000      -0.0000000000000000     
  0.313199997      -0.00000000      -0.0000000000000000     
  0.313250005      -0.00000000      -0.0000000000000000     
  0.313300014      -0.00000000      -0.0000000000000000     
  0.313349992      -0.00000000      -0.0000000000000000     
  0.313400000      -0.00000000      -0.0000000000000000     
  0.313450009      -0.00000000      -0.0000000000000000     
  0.313499987      -0.00000000      -0.0000000000000000     
  0.313549995      -0.00000000      -0.0000000000000000     
  0.313600004      -0.00000000      -0.0000000000000000     
  0.313650012      -0.00000000      -0.0000000000000000     
  0.313699991      -0.00000000      -0.0000000000000000     
  0.313749999      -0.00000000      -0.0000000000000000     
  0.313800007      -0.00000000      -0.0000000000000000     
  0.313849986      -0.00000000      -0.0000000000000000     
  0.313899994      -0.00000000      -0.0000000000000000     
  0.313950002      -0.00000000      -0.0000000000000000     
  0.314000010      -0.00000000      -0.0000000000000000     
  0.314049989      -0.00000000      -0.0000000000000000     
  0.314099997      -0.00000000      -0.0000000000000000     
  0.314150006      -0.00000000      -0.0000000000000000     
  0.314200014      -0.00000000      -0.0000000000000000     
  0.314249992      -0.00000000      -0.0000000000000000     
  0.314300001      -0.00000000      -0.0000000000000000     
  0.314350009      -0.00000000      -0.0000000000000000     
  0.314399987      -0.00000000      -0.0000000000000000     
  0.314449996      -0.00000000      -0.0000000000000000     
  0.314500004      -0.00000000      -0.0000000000000000     
  0.314550012      -0.00000000      -0.0000000000000000     
  0.314599991      -0.00000000      -0.0000000000000000     
  0.314649999      -0.00000000      -0.0000000000000000     
  0.314700007      -0.00000000      -0.0000000000000000     
  0.314749986      -0.00000000      -0.0000000000000000     
  0.314799994      -0.00000000      -0.0000000000000000     
  0.314850003      -0.00000000      -0.0000000000000000     
  0.314900011      -0.00000000      -0.0000000000000000     
  0.314949989      -0.00000000      -0.0000000000000000     
  0.314999998      -0.00000000      -0.0000000000000000     
  0.315050006      -0.00000000      -0.0000000000000000     
  0.315100014      -0.00000000      -0.0000000000000000     
  0.315149993      -0.00000000      -0.0000000000000000     
  0.315200001      -0.00000000      -0.0000000000000000     
  0.315250009      -0.00000000      -0.0000000000000000     
  0.315299988      -0.00000000      -0.0000000000000000     
  0.315349996      -0.00000000      -0.0000000000000000     
  0.315400004      -0.00000000      -0.0000000000000000     
  0.315450013      -0.00000000      -0.0000000000000000     
  0.315499991      -0.00000000      -0.0000000000000000     
  0.315549999      -0.00000000      -0.0000000000000000     
  0.315600008      -0.00000000      -0.0000000000000000     
  0.315649986      -0.00000000      -0.0000000000000000     
  0.315699995      -0.00000000      -0.0000000000000000     
  0.315750003      -0.00000000      -0.0000000000000000     
  0.315800011      -0.00000000      -0.0000000000000000     
  0.315849990      -0.00000000      -0.0000000000000000     
  0.315899998      -0.00000000      -0.0000000000000000     
  0.315950006      -0.00000000      -0.0000000000000000     
  0.316000015      -0.00000000      -0.0000000000000000     
  0.316049993      -0.00000000      -0.0000000000000000     
  0.316100001      -0.00000000      -0.0000000000000000     
  0.316150010      -0.00000000      -0.0000000000000000     
  0.316199988      -0.00000000      -0.0000000000000000     
  0.316249996      -0.00000000      -0.0000000000000000     
  0.316300005      -0.00000000      -0.0000000000000000     
  0.316350013      -0.00000000      -0.0000000000000000     
  0.316399992      -0.00000000      -0.0000000000000000     
  0.316450000      -0.00000000      -0.0000000000000000     
  0.316500008      -0.00000000      -0.0000000000000000     
  0.316549987      -0.00000000      -0.0000000000000000     
  0.316599995      -0.00000000      -0.0000000000000000     
  0.316650003      -0.00000000      -0.0000000000000000     
  0.316700011      -0.00000000      -0.0000000000000000     
  0.316749990      -0.00000000      -0.0000000000000000     
  0.316799998      -0.00000000      -0.0000000000000000     
  0.316850007      -0.00000000      -0.0000000000000000     
  0.316900015      -0.00000000      -0.0000000000000000     
  0.316949993      -0.00000000      -0.0000000000000000     
  0.317000002      -0.00000000      -0.0000000000000000     
  0.317050010      -0.00000000      -0.0000000000000000     
  0.317099988      -0.00000000      -0.0000000000000000     
  0.317149997      -0.00000000      -0.0000000000000000     
  0.317200005      -0.00000000      -0.0000000000000000     
  0.317250013      -0.00000000      -0.0000000000000000     
  0.317299992      -0.00000000      -0.0000000000000000     
  0.317350000      -0.00000000      -0.0000000000000000     
  0.317400008      -0.00000000      -0.0000000000000000     
  0.317449987      -0.00000000      -0.0000000000000000     
  0.317499995      -0.00000000      -0.0000000000000000     
  0.317550004      -0.00000000      -0.0000000000000000     
  0.317600012      -0.00000000      -0.0000000000000000     
  0.317649990      -0.00000000      -0.0000000000000000     
  0.317699999      -0.00000000      -0.0000000000000000     
  0.317750007      -0.00000000      -0.0000000000000000     
  0.317799985      -0.00000000      -0.0000000000000000     
  0.317849994      -0.00000000      -0.0000000000000000     
  0.317900002      -0.00000000      -0.0000000000000000     
  0.317950010      -0.00000000      -0.0000000000000000     
  0.317999989      -0.00000000      -0.0000000000000000     
  0.318049997      -0.00000000      -0.0000000000000000     
  0.318100005      -0.00000000      -0.0000000000000000     
  0.318150014      -0.00000000      -0.0000000000000000     
  0.318199992      -0.00000000      -0.0000000000000000     
  0.318250000      -0.00000000      -0.0000000000000000     
  0.318300009      -0.00000000      -0.0000000000000000     
  0.318349987      -0.00000000      -0.0000000000000000     
  0.318399996      -0.00000000      -0.0000000000000000     
  0.318450004      -0.00000000      -0.0000000000000000     
  0.318500012      -0.00000000      -0.0000000000000000     
  0.318549991      -0.00000000      -0.0000000000000000     
  0.318599999      -0.00000000      -0.0000000000000000     
  0.318650007      -0.00000000      -0.0000000000000000     
  0.318699986      -0.00000000      -0.0000000000000000     
  0.318749994      -0.00000000      -0.0000000000000000     
  0.318800002      -0.00000000      -0.0000000000000000     
  0.318850011      -0.00000000      -0.0000000000000000     
  0.318899989      -0.00000000      -0.0000000000000000     
  0.318949997      -0.00000000      -0.0000000000000000     
  0.319000006      -0.00000000      -0.0000000000000000     
  0.319050014      -0.00000000      -0.0000000000000000     
  0.319099993      -0.00000000      -0.0000000000000000     
  0.319150001      -0.00000000      -0.0000000000000000     
  0.319200009      -0.00000000      -0.0000000000000000     
  0.319249988      -0.00000000      -0.0000000000000000     
  0.319299996      -0.00000000      -0.0000000000000000     
  0.319350004      -0.00000000      -0.0000000000000000     
  0.319400012      -0.00000000      -0.0000000000000000     
  0.319449991      -0.00000000      -0.0000000000000000     
  0.319499999      -0.00000000      -0.0000000000000000     
  0.319550008      -0.00000000      -0.0000000000000000     
  0.319599986      -0.00000000      -0.0000000000000000     
  0.319649994      -0.00000000      -0.0000000000000000     
  0.319700003      -0.00000000      -0.0000000000000000     
  0.319750011      -0.00000000      -0.0000000000000000     
  0.319799989      -0.00000000      -0.0000000000000000     
  0.319849998      -0.00000000      -0.0000000000000000     
  0.319900006      -0.00000000      -0.0000000000000000     
  0.319950014      -0.00000000      -0.0000000000000000     
  0.319999993      -0.00000000      -0.0000000000000000     
  0.320050001      -0.00000000      -0.0000000000000000     
  0.320100009      -0.00000000      -0.0000000000000000     
  0.320149988      -0.00000000      -0.0000000000000000     
  0.320199996      -0.00000000      -0.0000000000000000     
  0.320250005      -0.00000000      -0.0000000000000000     
  0.320300013      -0.00000000      -0.0000000000000000     
  0.320349991      -0.00000000      -0.0000000000000000     
  0.320400000      -0.00000000      -0.0000000000000000     
  0.320450008      -0.00000000      -0.0000000000000000     
  0.320499986      -0.00000000      -0.0000000000000000     
  0.320549995      -0.00000000      -0.0000000000000000     
  0.320600003      -0.00000000      -0.0000000000000000     
  0.320650011      -0.00000000      -0.0000000000000000     
  0.320699990      -0.00000000      -0.0000000000000000     
  0.320749998      -0.00000000      -0.0000000000000000     
  0.320800006      -0.00000000      -0.0000000000000000     
  0.320850015      -0.00000000      -0.0000000000000000     
  0.320899993      -0.00000000      -0.0000000000000000     
  0.320950001      -0.00000000      -0.0000000000000000     
  0.321000010      -0.00000000      -0.0000000000000000     
  0.321049988      -0.00000000      -0.0000000000000000     
  0.321099997      -0.00000000      -0.0000000000000000     
  0.321150005      -0.00000000      -0.0000000000000000     
  0.321200013      -0.00000000      -0.0000000000000000     
  0.321249992      -0.00000000      -0.0000000000000000     
  0.321300000      -0.00000000      -0.0000000000000000     
  0.321350008      -0.00000000      -0.0000000000000000     
  0.321399987      -0.00000000      -0.0000000000000000     
  0.321449995      -0.00000000      -0.0000000000000000     
  0.321500003      -0.00000000      -0.0000000000000000     
  0.321550012      -0.00000000      -0.0000000000000000     
  0.321599990      -0.00000000      -0.0000000000000000     
  0.321649998      -0.00000000      -0.0000000000000000     
  0.321700007      -0.00000000      -0.0000000000000000     
  0.321749985      -0.00000000      -0.0000000000000000     
  0.321799994      -0.00000000      -0.0000000000000000     
  0.321850002      -0.00000000      -0.0000000000000000     
  0.321900010      -0.00000000      -0.0000000000000000     
  0.321949989      -0.00000000      -0.0000000000000000     
  0.321999997      -0.00000000      -0.0000000000000000     
  0.322050005      -0.00000000      -0.0000000000000000     
  0.322100013      -0.00000000      -0.0000000000000000     
  0.322149992      -0.00000000      -0.0000000000000000     
  0.322200000      -0.00000000      -0.0000000000000000     
  0.322250009      -0.00000000      -0.0000000000000000     
  0.322299987      -0.00000000      -0.0000000000000000     
  0.322349995      -0.00000000      -0.0000000000000000     
  0.322400004      -0.00000000      -0.0000000000000000     
  0.322450012      -0.00000000      -0.0000000000000000     
  0.322499990      -0.00000000      -0.0000000000000000     
  0.322549999      -0.00000000      -0.0000000000000000     
  0.322600007      -0.00000000      -0.0000000000000000     
  0.322649986      -0.00000000      -0.0000000000000000     
  0.322699994      -0.00000000      -0.0000000000000000     
  0.322750002      -0.00000000      -0.0000000000000000     
  0.322800010      -0.00000000      -0.0000000000000000     
  0.322849989      -0.00000000      -0.0000000000000000     
  0.322899997      -0.00000000      -0.0000000000000000     
  0.322950006      -0.00000000      -0.0000000000000000     
  0.323000014      -0.00000000      -0.0000000000000000     
  0.323049992      -0.00000000      -0.0000000000000000     
  0.323100001      -0.00000000      -0.0000000000000000     
